aar_mod,aks_m2,aks_vgt,antplnt,bgbyg,dg25,dgv1059,dgv5980,exptgens,forfrugt,frspdag,jordinf,jordn,jordtype,keraks,komm,ksort,markgrm,mod_nmin,nedbarea,ngodn,ngodnn,ngodnt,ngtilg,nmin,nopt,nplac,nprot,ntilg,partigerm,pesticid,potnmin,protein,rokap,s2225,s2528,saakern,saamng,saatid,slt22,sort,sorttkv,spndx,srtprot,srtsize,tkv,tkvs,udb
x_25,x350_450,x700_750,x375_425,x_3_0,x_22_5,x51_60,x25_35,x30_40,Cer_rotation,x23_25,x_94__90,x60_75,JB_3,x19_21,state3,x_85,x85_90,x45_60,x2__375_500_,x_45,x_45,x60_75,x_45,x15_30,x_120,Placed,x60_80,x90_105,x98_99,x_2,x15_30,x11_5_12_0,x62_5_87_5,x1_5,x60_65,x_450,x230_250,x_26_3,x3_5,Optic,x5,x9_10,x4,x2,x45_47_5,x42_44,x_30
x5,x650_750,x850_950,x_425,x4_5_5_0,x_22_5,x61_70,x5_10,x40_50,Clovergrass,x17_19,x_99_1_00,x_120,JB_6,x21_23,state1,x_85,x98__99,x30_45,x2__375_500_,x_45,x_45,x60_75,x_45,x30_45,x120_135,Placed,x120_140,x150_165,x98_99,x_2,x_105,x10_5_11_0,x137_5_162_5,x1_5,x15_20,x_450,x190_210,x_26_3,x3_5,Sehila,x6,x9_10,x4,x0,x_35,x42_44,x60_65
x0,x_350,x750_850,x175_225,x4_0_4_5,x27_5_32_5,x51_60,x5_10,x30_40,Other,x17_19,x_98__99,x45_60,JB_3,x_23,state2,x_85,x90_93,x15_30,x1___375_,x60_75,x60_75,x90_105,x60_75,x15_30,x120_135,worked_in_solil,x60_80,x120_135,x90_93,x_2,x15_30,x10_0_10_5,x62_5_87_5,x5_10,x20_25,x175_225,x90_110,x26_3_10_4,x3_5,Ragtime,x7,x9_10,x2,x__1,x50_55,x48_50,x_30
x_25,x450_550,x_550,x225_275,x4_0_4_5,x37_5_47_5,x51_60,x15_25,x40_50,Clovergrass,x_15,x_99_1_00,x_120,JB_2,x21_23,state4,x_85,x97_98,x45_60,x2__375_500_,x_45,x_45,x45_60,x_45,x15_30,x135_150,worked_in_solil,x120_140,x165_180,x98_99,x_2,x75_90,x_9,x62_5_87_5,x1_5,x20_25,x225_275,x130_150,x11_4_20_4,x3_5,Sehila,x6,x9_10,x4,x0,x35_40,x55_60,x_30
x_15,x650_750,x750_850,x375_425,x4_0_4_5,x_22_5,x_70,x0_5,x40_50,Other,x15_17,x_97__98,x_120,JB_8,x19_21,state0,x_85,x94_95,x60_75,x1___375_,x_45,x_45,x45_60,x_45,x45_60,x135_150,worked_in_solil,x120_140,x165_180,x95_97,x_2,x_105,x_12_0,x187_5_212_5,x1_5,x20_25,x_450,x130_150,x_26_3,x3_5,Maud,x4,x9_10,x3,x2,x_55,x30_35,x55_60
x_10,x_1150,x600_650,x275_325,x_3_0,x32_5_37_5,x51_60,x_35,x40_50,Cereals,x17_19,x_95__97,x60_75,JB_8,x15_17,state2,x90_95,x94_95,x45_60,x3___500_,x75_90,x75_90,x75_90,x75_90,x30_45,x135_150,Placed,x80_100,x150_165,x98_99,x_2,x15_30,x11_0_11_5,x137_5_162_5,x1_5,x70_75,x275_325,x90_110,x11_4_20_4,x3_5,Reggae,x5,x9_10,x4,x3,x47_5_50,x30_35,x_80
x5,x350_450,x850_950,x375_425,x_3_0,x_57_5,x41_50,x_35,x_30,Other,x_15,x_95__97,x45_60,Jb_1_,x17_19,state4,x95_98,x90_93,x15_30,x3___500_,x45_60,x45_60,x75_90,x45_60,x15_30,x_120,Placed,x60_80,x105_120,x95_97,x_2,x30_45,x11_5_12_0,x62_5_87_5,x0_1,x60_65,x_450,x170_190,x_26_4,x3_5,Peel,x5,x9_10,x3,x_1,x40_42_5,x35_40,x30_40
x_25,x950_1150,x650_700,x275_325,x_3_0,x_22_5,x61_70,x25_35,x30_40,Cer_rotation,x_27,x_80__85,x75_90,JB_9,x19_21,state0,x_85,x75_80,x60_75,x1___375_,x_45,x_45,x45_60,x_45,x30_45,x_120,worked_in_solil,x80_100,x105_120,x95_97,x_2,x15_30,x11_5_12_0,x187_5_212_5,x5_10,x10_15,x375_424,x210_230,x_26_3,x3_5,Heron,x3,x9_10,x3,x0,x_55,x50_55,x70_80
x10,x_350,x950_1050,x225_275,x4_0_4_5,x11_5_27_5,x25_40,x5_10,x30_40,Cer_rotation,x_15,x_99_1_00,x15_30,JB_3,x15_17,state0,x_98,x75_80,x0_15,x3___500_,x90_105,x90_105,x105_120,x120_135,x15_30,x120_135,Top_dressed,x40_60,x150_165,x_80,x_2,x0_15,x11_0_11_5,x87_5_112_5,x0_1,x90_95,x275_325,x110_130,x_26_4,x0_1,Mie,x4,x9_10,x3,x2,x35_40,x42_44,x_30
x10,x_1150,x550_600,x225_275,x3_5_4_0,x_22_5,x51_60,x15_25,x30_40,Other,x_15,x93__95,x90_105,JB_4,x15_17,state4,x_85,x85_90,x0_15,x1___375_,x_45,x_45,x105_120,x_45,x15_30,x120_135,Top_dressed,x100_120,x120_135,x90_93,x_2,x75_90,x11_5_12_0,x87_5_112_5,x1_5,x0_5,x275_325,x110_130,x26_3_10_4,x3_5,Miralix,x7,x9_10,x4,x2,x47_5_50,x35_40,x70_80
x15,x550_650,x600_650,x_175,x3_5_4_0,x27_5_32_5,x61_70,x_35,x_30,Cereals,x23_25,x90__93,x0_15,Jb_1_,x19_21,state1,x_85,x75_80,x0_15,x3___500_,x90_105,x90_105,x90_105,x90_105,x0_15,x_120,worked_in_solil,x_40,x90_105,x80_85,x_2,x0_15,x11_0_11_5,x37_5_62_5,x5_10,x0_5,x175_225,x70_90,x_26_3,x3_5,Princesse,x5,x9_10,x4,x2,x_35,x35_40,x30_40
x0,x450_550,x600_650,x175_225,x3_5_4_0,x_22_5,x_25,x5_10,x30_40,Clovergrass,x19_21,x_99_1_00,x30_45,Jb_1_,x_13,state1,x95_98,x97_98,x15_30,x1___375_,x60_75,x90_105,x60_75,x45_60,x15_30,x135_150,Top_dressed,x40_60,x75_90,x97_98,x_2,x15_30,x_9,x37_5_62_5,x0_1,x35_40,x175_225,x70_90,x_26_3,x1_2,Brewster,x5,x9_10,x2,x2,x_55,x40_42,x30_40
x20,x550_650,x750_850,x225_275,x3_0_3_5,x11_5_27_5,x51_60,x25_35,x30_40,Clovergrass,x_15,x_99_1_00,x105_120,JB_4,x19_21,state2,x_85,x85_90,x15_30,x2__375_500_,x_45,x_45,x60_75,x_45,x30_45,x120_135,worked_in_solil,x100_120,x135_150,x85_90,x_2,x90_105,x10_0_10_5,x162_5_187_5,x1_5,x45_50,x275_325,x130_150,x_26_4,x3_5,Caruso,x5,x9_10,x6,x2,x35_40,x46_48,x40_50
x_15,x950_1150,x750_850,x275_325,x_3_0,x_22_5,x51_60,x25_35,x40_50,Beets,x23_25,x_98__99,x90_105,JB_4,x15_17,state1,x95_98,x95_97,x30_45,x1___375_,x_45,x_45,x75_90,x_45,x15_30,x120_135,worked_in_solil,x100_120,x120_135,x97_98,x_2,x60_75,x_9,x62_5_87_5,x0_1,x10_15,x275_325,x150_170,x_26_3,x2_3,Portia,x5,x9_10,x4,x3,x_55,x50_55,x_80
x_5,x650_750,x750_850,x_425,x_3_0,x_22_5,x_25,x_35,x30_40,Cer_rotation,x_15,x_99_1_00,x45_60,JB_3,x_13,state0,x_98,x95_97,x15_30,x3___500_,x45_60,x45_60,x90_105,x45_60,x15_30,x_120,Placed,x60_80,x90_105,x95_97,x_2,x15_30,x10_0_10_5,x62_5_87_5,x0_1,x45_50,x_450,x210_230,x_26_4,x0_1,Derkado,x5,x9_10,x4,x1,x35_40,x48_50,x55_60
x25,x_1150,x_550,x275_325,x3_5_4_0,x47_5_57_5,x51_60,x15_25,x40_50,Cereals,x15_17,x_99_1_00,x30_45,Jb_7,x13_15,state4,x_85,x95_97,x0_15,x2__375_500_,x90_105,x90_105,x120_135,x_45,x30_45,x120_135,worked_in_solil,x40_60,x_75,x95_97,x_2,x15_30,x10_5_11_0,x137_5_162_5,x1_5,x35_40,x275_325,x130_150,x26_3_10_4,x3_5,Segu,x5,x9_10,x3,x2,x35_40,x46_48,x65_70
x20,x650_750,x850_950,x325_375,x_5_0,x_22_5,x51_60,x0_5,x30_40,Cer_rotation,x_15,x_99_1_00,x75_90,JB_5,x19_21,state0,x90_95,x90_93,x45_60,x1___375_,x45_60,x45_60,x60_75,x45_60,x60_75,x120_135,Top_dressed,x80_100,x135_150,x90_93,x_2,x15_30,x9_5_10_0,x162_5_187_5,x0_1,x5_10,x375_424,x210_230,x11_4_20_4,x3_5,Etna,x4,x9_10,x2,x0,x50_55,x50_55,x60_65
x0,x_350,x_1050,x325_375,x3_5_4_0,x_57_5,x25_40,x25_35,x40_50,Cer_rotation,x_15,x_99_1_00,x15_30,Jb_1_,x15_17,state0,x_98,x97_98,x15_30,x3___500_,x90_105,x120_135,x90_105,x90_105,x15_30,x135_150,Placed,x40_60,x120_135,x97_98,x_2,x0_15,x_9,x37_5_62_5,x0_1,x40_45,x325_375,x130_150,x11_4_20_4,x0_1,Mentor,x5,x9_10,x5,x2,x50_55,x40_42,x30_40
x15,x_350,x950_1050,x_175,x4_5_5_0,x_22_5,x41_50,x5_10,x40_50,Beets,x17_19,x_99_1_00,x15_30,JB_3,x21_23,state1,x90_95,x85_90,x0_15,x3___500_,x105_120,x120_135,x105_120,x105_120,x0_15,x135_150,worked_in_solil,x40_60,x135_150,x85_90,x_2,x15_30,x11_0_11_5,x62_5_87_5,x0_1,x45_50,x175_225,x70_90,x_26_3,x3_5,Ariel,x3,x9_10,x4,x1,x42_5_45,x44_46,x_30
x_20,x450_550,x_1050,x325_375,x3_5_4_0,x37_5_47_5,x51_60,x10_15,x60_70,Other,x_15,x_99_1_00,x_120,Jb_7,x21_23,state3,x_98,x97_98,x60_75,x1___375_,x_45,x_45,x75_90,x_45,x45_60,x150_165,worked_in_solil,x120_140,x150_165,x98_99,x_2,x90_105,x11_0_11_5,x162_5_187_5,x0_1,x45_50,x325_375,x150_170,x21_4_26_4,x1_2,Digger,x5,x9_10,x3,x_3,x35_40,x46_48,x55_60
x20,x450_550,x650_700,x175_225,x4_5_5_0,x37_5_47_5,x51_60,x0_5,x30_40,Cer_rotation,x_15,x_99_1_00,x60_75,JB_2,x15_17,state0,x90_95,x85_90,x15_30,x3___500_,x60_75,x60_75,x90_105,x_45,x30_45,x120_135,worked_in_solil,x80_100,x90_105,x85_90,x_2,x45_60,x11_0_11_5,x87_5_112_5,x0_1,x45_50,x175_225,x70_90,x11_4_20_4,x3_5,Lenka,x6,x9_10,x2,x2,x45_47_5,x44_46,x30_40
x10,x750_950,x950_1050,x375_425,x4_0_4_5,x27_5_32_5,x51_60,x5_10,x50_60,Clovergrass,x_15,x_95__97,x105_120,JB_5,x19_21,state4,x95_98,x94_95,x15_30,x1___375_,x_45,x_45,x90_105,x_45,x30_45,x135_150,Placed,x100_120,x135_150,x98_99,x_2,x45_60,x_9,x137_5_162_5,x0_1,x35_40,x_450,x210_230,x11_4_20_4,x2_3,x_321rja,x6,x9_10,x5,x1,x50_55,x44_46,x_80
x25,x750_950,x850_950,x175_225,x3_5_4_0,x_22_5,x61_70,x25_35,x40_50,Other,x_15,x_99_1_00,x_120,JB_6,x17_19,state1,x95_98,x90_93,x0_15,x3___500_,x_45,x_45,x105_120,x_45,x30_45,x120_135,Top_dressed,x120_140,x150_165,x90_93,x_2,x_105,x10_0_10_5,x162_5_187_5,x0_1,x55_60,x175_225,x70_90,x11_4_20_4,x3_5,Abelone,x3,x9_10,x2,x0,x50_55,x44_46,x70_80
x_5,x_1150,x550_600,x325_375,x3_5_4_0,x47_5_57_5,x41_50,x0_5,x40_50,Other,x_15,x_99_1_00,x_120,Jb_7,x13_15,state4,x85_90,x85_90,x45_60,x1___375_,x_45,x_45,x60_75,x_45,x45_60,x135_150,Top_dressed,x120_140,x150_165,x85_90,x_2,x90_105,x_9,x137_5_162_5,x0_1,x40_45,x375_424,x170_190,x11_4_20_4,x3_5,Portia,x6,x9_10,x3,x3,x35_40,x46_48,x70_80
x20,x550_650,x850_950,x_175,x3_0_3_5,x11_5_27_5,x25_40,x10_15,x40_50,Beets,x15_17,x_95__97,x45_60,JB_4,x13_15,state3,x_98,x90_93,x0_15,x2__375_500_,x60_75,x60_75,x105_120,x75_90,x15_30,x120_135,worked_in_solil,x60_80,x120_135,x95_97,x_2,x45_60,x11_0_11_5,x112_5_137_5,x0_1,x60_65,x_175,x70_90,x21_4_26_4,x0_1,Delibes,x6,x9_10,x4,x0,x_35,x46_48,x50_55
x_25,x450_550,x850_950,x175_225,x4_0_4_5,x27_5_32_5,x51_60,x0_5,x50_60,Other,x_15,x_99_1_00,x_120,JB_5,x_23,state1,x_85,x95_97,x_75,x1___375_,x_45,x_45,x45_60,x_45,x45_60,x135_150,Placed,x120_140,x165_180,x95_97,x_2,x90_105,x_12_0,x137_5_162_5,x5_10,x25_30,x175_225,x70_90,x21_4_26_4,x3_5,Abelone,x3,x9_10,x2,x0,x35_40,x35_40,x40_50
x20,x550_650,x750_850,x225_275,x4_5_5_0,x32_5_37_5,x25_40,x10_15,x40_50,Cer_rotation,x17_19,x_95__97,x30_45,JB_4,x15_17,state2,x95_98,x90_93,x0_15,x3___500_,x90_105,x90_105,x105_120,x45_60,x15_30,x120_135,worked_in_solil,x40_60,x90_105,x93_95,x_2,x30_45,x_9,x87_5_112_5,x0_1,x70_75,x225_275,x110_130,x26_3_10_4,x3_5,Ariel,x3,x9_10,x2,x1,x35_40,x46_48,x40_50
x_10,x_350,x850_950,x_425,x3_0_3_5,x_22_5,x51_60,x25_35,x40_50,Other,x15_17,x_99_1_00,x105_120,JB_2,x15_17,state4,x_98,x98__99,x60_75,x1___375_,x_45,x_45,x45_60,x_45,x45_60,x120_135,Top_dressed,x100_120,x135_150,x99_100,x_2,x45_60,x11_0_11_5,x137_5_162_5,x0_1,x25_30,x_450,x230_250,x11_4_20_4,x1_2,Segu,x5,x9_10,x3,x2,x45_47_5,x30_35,x_30
x_20,x950_1150,x550_600,x175_225,x4_5_5_0,x_22_5,x61_70,x5_10,x50_60,Clovergrass,x_15,x_99_1_00,x_120,JB_2,x17_19,state4,x_85,x98__99,x30_45,x2__375_500_,x_45,x_45,x75_90,x_45,x15_30,x150_165,Placed,x120_140,x150_165,x99_100,x_2,x90_105,x11_5_12_0,x112_5_137_5,x5_10,x10_15,x175_225,x70_90,x11_4_20_4,x3_5,Nevada,x6,x9_10,x3,x0,x42_5_45,x44_46,x60_65
x5,x550_650,x750_850,x325_375,x3_5_4_0,x37_5_47_5,x61_70,x25_35,x40_50,Cer_rotation,x_15,x_99_1_00,x60_75,JB_6,x_23,state4,x_85,x80_85,x30_45,x3___500_,x60_75,x60_75,x75_90,x_45,x30_45,x120_135,Top_dressed,x80_100,x90_105,x80_85,x_2,x30_45,x9_5_10_0,x162_5_187_5,x5_10,x0_5,x_450,x230_250,x11_4_20_4,x3_5,Maud,x5,x9_10,x2,x2,x45_47_5,x46_48,x40_50
x_15,x350_450,x950_1050,x275_325,x3_0_3_5,x_22_5,x41_50,x25_35,x60_70,Clovergrass,x_15,x_99_1_00,x90_105,JB_6,x19_21,state4,x95_98,x95_97,x45_60,x3___500_,x45_60,x45_60,x60_75,x45_60,x30_45,x150_165,Placed,x100_120,x135_150,x95_97,x_2,x30_45,x_9,x162_5_187_5,x0_1,x90_95,x275_325,x130_150,x_26_4,x3_5,Delibes,x6,x9_10,x2,x0,x47_5_50,x48_50,x30_40
x_25,x750_950,x750_850,x175_225,x3_5_4_0,x11_5_27_5,x51_60,x5_10,x30_40,Other,x19_21,x_99_1_00,x60_75,JB_3,x19_21,state1,x_85,x85_90,x30_45,x2__375_500_,x45_60,x45_60,x75_90,x45_60,x0_15,x120_135,Placed,x60_80,x120_135,x85_90,x_2,x30_45,x11_5_12_0,x87_5_112_5,x1_5,x25_30,x175_225,x90_110,x_26_3,x3_5,Ragtime,x7,x9_10,x4,x_1,x35_40,x44_46,x65_70
x_5,x650_750,x850_950,x375_425,x3_5_4_0,x_22_5,x51_60,x5_10,x30_40,Other,x15_17,x_99_1_00,x60_75,JB_3,x13_15,state4,x_98,x99_100,x15_30,x1___375_,x60_75,x60_75,x90_105,x60_75,x15_30,x120_135,Placed,x80_100,x135_150,x99_100,x_2,x30_45,x11_5_12_0,x87_5_112_5,x0_1,x70_75,x375_424,x190_210,x_26_3,x0_1,Digger,x5,x9_10,x3,x2,x35_40,x48_50,x60_65
x_15,x_1150,x550_600,x_175,x3_0_3_5,x27_5_32_5,x51_60,x25_35,x40_50,Clovergrass,x_15,x_99_1_00,x_120,JB_4,x13_15,state4,x_85,x85_90,x30_45,x2__375_500_,x_45,x_45,x60_75,x_45,x15_30,x135_150,Top_dressed,x120_140,x150_165,x85_90,x_2,x75_90,x9_0_9_5,x137_5_162_5,x1_5,x10_15,x175_225,x70_90,x_26_4,x3_5,Princesse,x5,x9_10,x4,x2,x42_5_45,x44_46,x70_80
x15,x750_950,x700_750,x_425,x_5_0,x_22_5,x61_70,x10_15,x30_40,Cereals,x17_19,x_95__97,x15_30,Jb_1_,x15_17,state3,x90_95,x95_97,x0_15,x3___500_,x75_90,x75_90,x105_120,x60_75,x15_30,x_120,Top_dressed,x_40,x90_105,x99_100,x_2,x0_15,x9_0_9_5,x62_5_87_5,x0_1,x95_100,x_450,x150_170,x_26_3,x3_5,Nevada,x7,x9_10,x3,x0,x42_5_45,x30_35,x60_65
x5,x950_1150,x700_750,x325_375,x4_0_4_5,x_22_5,x25_40,x10_15,x40_50,Cereals,x_15,x_98__99,x15_30,Jb_1_,x15_17,state4,x90_95,x75_80,x15_30,x3___500_,x105_120,x105_120,x105_120,x105_120,x15_30,x120_135,worked_in_solil,x40_60,x135_150,x_80,x_2,x0_15,x10_5_11_0,x37_5_62_5,x0_1,x90_95,x_450,x210_230,x_26_4,x3_5,andre,x2,x9_10,x1,x1,x50_55,x30_35,x70_80
x0,x_350,x950_1050,x275_325,x3_0_3_5,x_22_5,x51_60,x15_25,x40_50,Cereals,x17_19,x_99_1_00,x30_45,JB_4,x19_21,state2,x95_98,x98__99,x15_30,x2__375_500_,x90_105,x90_105,x105_120,x60_75,x15_30,x120_135,Top_dressed,x40_60,x90_105,x98_99,x_2,x15_30,x10_5_11_0,x87_5_112_5,x0_1,x95_100,x275_325,x130_150,x_26_3,x3_5,Delibes,x6,x9_10,x3,x_1,x_35,x46_48,x_30
x_10,x550_650,x600_650,x325_375,x3_0_3_5,x27_5_32_5,x_25,x10_15,x40_50,Cer_rotation,x15_17,x_99_1_00,x45_60,JB_4,x13_15,state4,x90_95,x95_97,x30_45,x3___500_,x75_90,x75_90,x75_90,x_45,x15_30,x135_150,Top_dressed,x60_80,x75_90,x97_98,x_2,x15_30,x9_5_10_0,x62_5_87_5,x0_1,x45_50,x325_375,x150_170,x_26_4,x3_5,Prisma,x5,x9_10,x2,x2,x50_55,x46_48,x30_40
x0,x350_450,x950_1050,x375_425,x4_5_5_0,x27_5_32_5,x51_60,x0_5,x40_50,Other,x17_19,x_99_1_00,x_120,Jb_7,x19_21,state4,x95_98,x94_95,x30_45,x1___375_,x_45,x_45,x75_90,x_45,x30_45,x120_135,worked_in_solil,x120_140,x150_165,x93_95,x_2,x_105,x9_0_9_5,x187_5_212_5,x0_1,x75_80,x_450,x190_210,x_26_4,x2_3,Texane,x5,x9_10,x3,x1,x42_5_45,x42_44,x40_50
x_15,x750_950,x750_850,x225_275,x3_0_3_5,x_22_5,x41_50,x10_15,x30_40,Cereals,x17_19,x_99_1_00,x45_60,JB_3,x17_19,state4,x90_95,x85_90,x30_45,x2__375_500_,x60_75,x60_75,x75_90,x90_105,x15_30,x120_135,Top_dressed,x60_80,x150_165,x85_90,x_2,x0_15,x_9,x37_5_62_5,x1_5,x55_60,x275_325,x130_150,x26_3_10_4,x3_5,Etna,x5,x9_10,x1,x_1,x35_40,x48_50,x65_70
x10,x350_450,x650_700,x225_275,x4_0_4_5,x32_5_37_5,x61_70,x5_10,x40_50,Clovergrass,x_15,x_99_1_00,x60_75,JB_2,x21_23,state4,x_85,x85_90,x0_15,x3___500_,x45_60,x45_60,x90_105,x45_60,x15_30,x120_135,Placed,x60_80,x105_120,x85_90,x_2,x45_60,x_12_0,x112_5_137_5,x5_10,x30_35,x275_325,x170_190,x11_4_20_4,x3_5,andre,x2,x9_10,x8,x0,x_35,x55_60,x_30
x_15,x_350,x_1050,x325_375,x4_0_4_5,x_22_5,x61_70,x10_15,x30_40,Cereals,x25_27,x_97__98,x60_75,JB_5,x_23,state2,x95_98,x80_85,x30_45,x2__375_500_,x60_75,x60_75,x75_90,x105_120,x15_30,x120_135,Top_dressed,x80_100,x165_180,x80_85,x_2,x30_45,x11_0_11_5,x162_5_187_5,x0_1,x45_50,x_450,x230_250,x_26_3,x3_5,Lenka,x5,x9_10,x1,x2,x45_47_5,x42_44,x30_40
x25,x750_950,x600_650,x275_325,x3_5_4_0,x47_5_57_5,x51_60,x10_15,x30_40,Cer_rotation,x17_19,x_95__97,x75_90,JB_5,x15_17,state2,x_85,x94_95,x0_15,x2__375_500_,x45_60,x45_60,x105_120,x_45,x30_45,x120_135,worked_in_solil,x80_100,x105_120,x98_99,x_2,x60_75,x_12_0,x137_5_162_5,x1_5,x45_50,x275_325,x170_190,x11_4_20_4,x3_5,Marielle,x5,x9_10,x5,x0,x_35,x55_60,x50_55
x15,x750_950,x850_950,x375_425,x3_5_4_0,x27_5_32_5,x51_60,x15_25,x40_50,Cer_rotation,x19_21,x_99_1_00,x_120,JB_5,x15_17,state4,x_98,x94_95,x15_30,x2__375_500_,x_45,x_45,x90_105,x_45,x30_45,x120_135,Top_dressed,x120_140,x150_165,x93_95,x_2,x90_105,x10_0_10_5,x137_5_162_5,x0_1,x5_10,x375_424,x210_230,x_26_3,x1_2,Cooper,x5,x9_10,x2,x1,x40_42_5,x50_55,x70_80
x_5,x_1150,x550_600,x325_375,x4_0_4_5,x_22_5,x25_40,x5_10,x30_40,Cer_rotation,x_15,x_94__90,x15_30,JB_3,x13_15,state4,x90_95,x80_85,x0_15,x1___375_,x75_90,x75_90,x105_120,x105_120,x0_15,x_120,Top_dressed,x_40,x120_135,x95_97,x_2,x0_15,x_9,x87_5_112_5,x0_1,x60_65,x_450,x230_250,x_26_4,x3_5,Digger,x5,x9_10,x3,x3,x35_40,x50_55,x70_80
x20,x450_550,x850_950,x275_325,x4_0_4_5,x_22_5,x51_60,x10_15,x40_50,Cer_rotation,x_15,x_99_1_00,x30_45,JB_2,x19_21,state2,x85_90,x94_95,x0_15,x3___500_,x105_120,x105_120,x105_120,x105_120,x15_30,x135_150,Placed,x40_60,x150_165,x93_95,x_2,x30_45,x11_0_11_5,x87_5_112_5,x0_1,x30_35,x275_325,x110_130,x21_4_26_4,x3_5,Ariel,x2,x9_10,x3,x1,x40_42_5,x40_42,x40_50
x_15,x_1150,x_550,x275_325,x4_0_4_5,x47_5_57_5,x51_60,x0_5,x30_40,Clovergrass,x17_19,x_99_1_00,x45_60,JB_8,x13_15,state4,x_85,x98__99,x30_45,x1___375_,x45_60,x75_90,x45_60,x_45,x15_30,x120_135,worked_in_solil,x60_80,x75_90,x98_99,x_2,x0_15,x_12_0,x137_5_162_5,x1_5,x90_95,x275_325,x90_110,x11_4_20_4,x3_5,Alexis,x6,x9_10,x2,x1,x47_5_50,x30_35,x65_70
x_15,x650_750,x850_950,x225_275,x3_5_4_0,x_22_5,x51_60,x25_35,x40_50,Clovergrass,x15_17,x_99_1_00,x90_105,JB_9,x17_19,state2,x95_98,x85_90,x45_60,x2__375_500_,x_45,x_45,x45_60,x_45,x30_45,x120_135,Placed,x100_120,x120_135,x85_90,x_2,x45_60,x11_5_12_0,x162_5_187_5,x0_1,x5_10,x275_325,x90_110,x21_4_26_4,x2_3,Selim,x4,x9_10,x3,x2,x35_40,x30_35,x60_65
x25,x350_450,x950_1050,x_175,x_3_0,x_22_5,x61_70,x_35,x50_60,Clovergrass,x17_19,x90__93,x105_120,JB_8,x17_19,state4,x_98,x85_90,x0_15,x2__375_500_,x_45,x_45,x105_120,x_45,x30_45,x135_150,Top_dressed,x100_120,x135_150,x97_98,x_2,x90_105,x_12_0,x187_5_212_5,x0_1,x15_20,x175_225,x110_130,x_26_3,x1_2,Alis,x3,x9_10,x2,x0,x_55,x55_60,x30_40
x0,x550_650,x850_950,x175_225,x3_5_4_0,x_22_5,x_70,x15_25,x40_50,Cereals,x17_19,x_97__98,x60_75,JB_9,x_13,state0,x_98,x97_98,x30_45,x1___375_,x90_105,x90_105,x90_105,x_165,x30_45,x150_165,Top_dressed,x80_100,x_195,x99_100,x_2,x30_45,x10_0_10_5,x187_5_212_5,x0_1,x85_90,x175_225,x70_90,x_26_3,x0_1,Teal,x4,x9_10,x3,x1,x_35,x42_44,x50_55
x_5,x650_750,x850_950,x_175,x4_0_4_5,x11_5_27_5,x51_60,x10_15,x30_40,Cereals,x15_17,x_99_1_00,x60_75,JB_2,x17_19,state2,x95_98,x95_97,x30_45,x3___500_,x60_75,x60_75,x75_90,x75_90,x30_45,x120_135,worked_in_solil,x80_100,x135_150,x95_97,x_2,x15_30,x_12_0,x137_5_162_5,x0_1,x20_25,x_175,x50_70,x11_4_20_4,x2_3,Shamu,x6,x9_10,x3,x3,x_35,x46_48,x60_65
x_15,x550_650,x850_950,x225_275,x3_5_4_0,x_22_5,x25_40,x10_15,x30_40,Cereals,x_15,x_95__97,x45_60,JB_3,x17_19,state4,x_98,x75_80,x30_45,x1___375_,x75_90,x75_90,x75_90,x105_120,x15_30,x120_135,Top_dressed,x60_80,x165_180,x80_85,x_2,x0_15,x10_0_10_5,x87_5_112_5,x0_1,x95_100,x275_325,x150_170,x_26_4,x2_3,Goldie,x5,x9_10,x6,x_3,x_35,x55_60,x50_55
x5,x750_950,x700_750,x375_425,x3_5_4_0,x_22_5,x51_60,x10_15,x40_50,Clovergrass,x_15,x_95__97,x45_60,JB_4,x15_17,state4,x90_95,x95_97,x15_30,x3___500_,x75_90,x75_90,x75_90,x75_90,x15_30,x135_150,Placed,x60_80,x120_135,x99_100,x_2,x30_45,x_9,x112_5_137_5,x0_1,x30_35,x375_424,x170_190,x11_4_20_4,x3_5,Semal,x5,x9_10,x2,x_1,x_55,x44_46,x60_65
x15,x_1150,x600_650,x225_275,x4_0_4_5,x11_5_27_5,x_25,x5_10,x40_50,Cer_rotation,x_15,x_95__97,x105_120,JB_5,x_13,state2,x95_98,x85_90,x30_45,x1___375_,x_45,x_45,x75_90,x_45,x45_60,x120_135,Placed,x100_120,x135_150,x90_93,x_2,x60_75,x_9,x112_5_137_5,x0_1,x60_65,x275_325,x130_150,x_26_4,x2_3,Nevada,x7,x9_10,x3,x0,x50_55,x48_50,x_80
x_15,x750_950,x750_850,x375_425,x3_0_3_5,x_22_5,x51_60,x15_25,x40_50,Beets,x15_17,x_95__97,x105_120,JB_9,x15_17,state3,x95_98,x85_90,x45_60,x2__375_500_,x_45,x_45,x60_75,x_45,x30_45,x120_135,worked_in_solil,x100_120,x135_150,x90_93,x_2,x45_60,x10_0_10_5,x137_5_162_5,x0_1,x90_95,x_450,x210_230,x_26_3,x2_3,Segu,x5,x9_10,x3,x3,x42_5_45,x30_35,x65_70
